3.31
300081  52.35
002772  52.21
4.1
081
002789
002740


002360  其他
000050

明星电力	16:46	11.47	3.71%	强势进攻	
飞乐音响	16:46	14.43	4.41%	强势进攻	
北部湾旅	16:45	31.52	10.02%	强势进攻	
冀东水泥	16:45	10.91	7.81%	强势进攻	
海德股份	16:45	30.01	6.23%	强势进攻	
星美联合	16:45	17.02	6.64%	强势进攻	
星美联合	16:45	17.02	6.64%	精准3	
高升控股	16:45	27.58	6.90%	强势进攻	
同德化工	16:44	12.86	10.01%	强势进攻	
慈文传媒	16:44	48.49	7.95%	强势进攻	
好想你	16:44	31.68	10.00%	强势进攻	
苏州设计	16:43	70.60	5.22%	强势进攻	
