飞凯材料	300398	11:17	23.00	5.99%	盘中预警	
创新股份	002812	10:54	141.98	3.75%	成交额大于5000万小散苛苛	
卫光生物	002880	10:52	69.50	8.05%	成交额大于5000万小散苛苛	
中科信息	300678	10:49	81.01	8.77%	成交额大于5000万小散苛苛	
TCL 集团	000100	10:44	4.45	3.97%	盘中预警	
掌阅科技	603533	10:18	62.70	9.16%	成交额大于5000万小散苛苛	
江丰电子	300666	10:08	69.79	7.95%	成交额大于5000万小散苛苛	
圣邦股份	300661	10:08	95.55	6.93%	成交额大于5000万小散苛苛	
贵州茅台	600519	10:06	646.58	1.16%	成交额大于5000万小散苛苛	
风语筑	603466	10:06	68.07	10.00%	成交额大于5000万小散苛苛	
尚品宅配	300616	10:04	171.00	3.05%	成交额大于5000万小散苛苛	
精研科技	300709	10:04	99.46	6.79%	成交额大于5000万小散苛苛	
阿石创	300706	10:04	95.45	10.00%	成交额大于5000万小散苛苛	
艾德生物	300685	10:04	109.51	4.84%	成交额大于5000万小散苛苛	
